id,agency_name,agency_website,client_name,client_website,evidence_url,evidence_text,extraction_method,confidence,verification_status,territory
4034,IMG Licensing,https://imglicensing.com/,UFC X PROJECT ROCK Banner MAIN.2800X1575,https://imglicensing.com/brands/ufc/,https://imglicensing.com/brands/ufc/,SmartImage_smartImage__v_zm8 ClientSlot_client-slot__image-media__uNZrF MaxWidth_maxWidth__2casV,portfolio_image_alt,0.78,machine_extracted_unverified,
1993,IMG Licensing,https://imglicensing.com/,UFC X Stateside Sports,https://imglicensing.com/brands/ufc/,https://imglicensing.com/brands/ufc/,ClientSlot_client-slot__title__77wnL Container_container__A7FAx ClientSlot_client-slot__98zIi,portfolio_h2_text,0.8,machine_extracted_unverified,
4035,IMG Licensing,https://imglicensing.com/,UFC x Stateside sports copy,https://imglicensing.com/brands/ufc/,https://imglicensing.com/brands/ufc/,SmartImage_smartImage__v_zm8 ClientSlot_client-slot__image-media__uNZrF MaxWidth_maxWidth__2casV,portfolio_image_alt,0.78,machine_extracted_unverified,
4039,IMG Licensing,https://imglicensing.com/,ufc x SVGE copy,https://imglicensing.com/brands/ufc/,https://imglicensing.com/brands/ufc/,SmartImage_smartImage__v_zm8 ClientSlot_client-slot__image-media__uNZrF MaxWidth_maxWidth__2casV,portfolio_image_alt,0.78,machine_extracted_unverified,
1998,IMG Licensing,https://imglicensing.com/,UFC X Venum,https://imglicensing.com/brands/ufc/,https://imglicensing.com/brands/ufc/,ClientSlot_client-slot__title__77wnL Container_container__A7FAx ClientSlot_client-slot__98zIi,portfolio_h2_text,0.8,machine_extracted_unverified,
2007,IMG Licensing,https://imglicensing.com/,UFC X Wako Maria,https://imglicensing.com/brands/ufc/,https://imglicensing.com/brands/ufc/,ClientSlot_client-slot__title__77wnL Container_container__A7FAx ClientSlot_client-slot__98zIi,portfolio_h2_text,0.8,machine_extracted_unverified,
2012,IMG Licensing,https://imglicensing.com/,UFC X World of Tanks,https://imglicensing.com/brands/ufc/,https://imglicensing.com/brands/ufc/,ClientSlot_client-slot__title__77wnL Container_container__A7FAx ClientSlot_client-slot__98zIi,portfolio_h2_text,0.8,machine_extracted_unverified,
2017,IMG Licensing,https://imglicensing.com/,UFC Zico Commercial Film,https://imglicensing.com/brands/ufc/,https://imglicensing.com/brands/ufc/,ClientSlot_client-slot__title__77wnL Container_container__A7FAx ClientSlot_client-slot__98zIi,portfolio_h2_text,0.8,machine_extracted_unverified,
4043,IMG Licensing,https://imglicensing.com/,UFC-DTR-Celio-August2023.21 b,https://imglicensing.com/brands/ufc/,https://imglicensing.com/brands/ufc/,SmartImage_smartImage__v_zm8 ClientSlot_client-slot__image-media__uNZrF MaxWidth_maxWidth__2casV,portfolio_image_alt,0.78,machine_extracted_unverified,
4047,IMG Licensing,https://imglicensing.com/,UFX X OVO,https://imglicensing.com/brands/ufc/,https://imglicensing.com/brands/ufc/,SmartImage_smartImage__v_zm8 ClientSlot_client-slot__image-media__uNZrF MaxWidth_maxWidth__2casV,portfolio_image_alt,0.78,machine_extracted_unverified,
4054,IMG Licensing,https://imglicensing.com/,UFX X WAKO MARIA copy,https://imglicensing.com/brands/ufc/,https://imglicensing.com/brands/ufc/,SmartImage_smartImage__v_zm8 ClientSlot_client-slot__image-media__uNZrF MaxWidth_maxWidth__2casV,portfolio_image_alt,0.78,machine_extracted_unverified,
4241,IMG Licensing,https://imglicensing.com/,Union 1304,https://imglicensing.com/news/,https://imglicensing.com/news/,ArticlesFilter_articlesFilter__triggerIcon__vQPe1 ArticlesFilter_articlesFilter__trigger__yZ5fL Select a Brand,portfolio_data-name,0.72,machine_extracted_unverified,
4245,IMG Licensing,https://imglicensing.com/,Union 540,https://imglicensing.com/,https://imglicensing.com/,HomeClients_homeClients__brandPlus__824fc MaxWidth_maxWidth__2casV HomeClients_homeClients__I8Shn,portfolio_data-name,0.72,machine_extracted_unverified,
4246,IMG Licensing,https://imglicensing.com/,Union 570,https://imglicensing.com/,https://imglicensing.com/,ReadyPromo_ready-promo__button-icon__I6ucE Button_button__8B4nB ReadyPromo_ready-promo__action-button__pRppD ReadyPromo_ready-promo__action-button--has-text___XYaJ See where brand licensing can take your brand.: start now,portfolio_data-name,0.72,machine_extracted_unverified,
4247,IMG Licensing,https://imglicensing.com/,Union 805,https://imglicensing.com/brands/ufc/,https://imglicensing.com/brands/ufc/,ClientHero_client-hero__link___DZIE Back to Brands,portfolio_data-name,0.72,machine_extracted_unverified,
4250,IMG Licensing,https://imglicensing.com/,Unmute video,https://imglicensing.com/brands/ufc/,https://imglicensing.com/brands/ufc/,ClientSlot_client-slot__mute-toggle__3_ete Unmute video Container_container__A7FAx ClientSlot_client-slot__video-controls-inner__1G_iF ClientSlot_client-slot__video-controls__pkIcc,portfolio_aria-label,0.72,machine_extracted_unverified,
4055,IMG Licensing,https://imglicensing.com/,VGA Staionery,https://imglicensing.com/brands/ufc/,https://imglicensing.com/brands/ufc/,SmartImage_smartImage__v_zm8 ClientSlot_client-slot__image-media__uNZrF MaxWidth_maxWidth__2casV,portfolio_image_alt,0.78,machine_extracted_unverified,
2022,IMG Licensing,https://imglicensing.com/,Want to License this Brand?,https://imglicensing.com/brands/ufc/,https://imglicensing.com/brands/ufc/,LicensePromo_license-promo__title__rghnM MaxWidth_maxWidth__2casV LicensePromo_license-promo__title-wrap__qZSkn LicensePromo_license-promo__BQeQY,portfolio_h2_text,0.8,machine_extracted_unverified,
4061,IMG Licensing,https://imglicensing.com/,World's Strongest Man Grid Landscape,https://imglicensing.com/brands/ducati/,https://imglicensing.com/brands/ducati/,SmartImage_smartImage__v_zm8 MoreLikeThis_moreLikeThis__clientImage__cHNXN MoreLikeThis_moreLikeThis__client__3k7_B More brands: World's Strongest Man,portfolio_image_alt,0.78,machine_extracted_unverified,
4070,IMG Licensing,https://imglicensing.com/,World's Strongest Man logo-02,https://imglicensing.com/brands/ducati/,https://imglicensing.com/brands/ducati/,LogoImage_logoImage__7qGQD MoreLikeThis_moreLikeThis__clientLogo__bKUv3 MoreLikeThis_moreLikeThis__clientInner__7nsU8,portfolio_image_alt,0.78,machine_extracted_unverified,
4253,IMG Licensing,https://imglicensing.com/,WWE,https://imglicensing.com/,https://imglicensing.com/,CategoryClient_categoryClient__item__D2tRz CategoryClient_categoryClient__item--client__Xjlhd CategoryClient_categoryClient__5WsdE Container_container__A7FAx,portfolio_li_text,0.72,machine_extracted_unverified,
976,Jehane Ltd,https://www.jehane.com/,Abby Jacobs,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1340,Jehane Ltd,https://www.jehane.com/,AbbyJacobsFeb2026.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
988,Jehane Ltd,https://www.jehane.com/,Alejandra Peñaloza,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1144,Jehane Ltd,https://www.jehane.com/,Ali Brookes,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1346,Jehane Ltd,https://www.jehane.com/,AliBrookes_JehaneLtd.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1150,Jehane Ltd,https://www.jehane.com/,Anna Stead,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1544,Jehane Ltd,https://www.jehane.com/,Anna-Maria Desogus Memorial Award,https://www.jehane.com/annamaria-desogus-memorial-award,https://www.jehane.com/artists,sqs-html-content,portfolio_a_text,0.64,machine_extracted_unverified,
1353,Jehane Ltd,https://www.jehane.com/,AnnaStead.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1550,Jehane Ltd,https://www.jehane.com/,Artist Submissions,https://www.jehane.com/submissions,https://www.jehane.com/artists,sqs-html-content,portfolio_a_text,0.64,machine_extracted_unverified,
1156,Jehane Ltd,https://www.jehane.com/,Bex Parkin,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1360,Jehane Ltd,https://www.jehane.com/,BexParkin20265.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1556,Jehane Ltd,https://www.jehane.com/,Cara,https://cara.app/jehaneltd,https://www.jehane.com/artists,sqs-html-content,portfolio_a_text,0.64,machine_extracted_unverified,
1162,Jehane Ltd,https://www.jehane.com/,Caroline Bonne Müller,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1366,Jehane Ltd,https://www.jehane.com/,CarolineBonneMuller_JehaneLtd.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1169,Jehane Ltd,https://www.jehane.com/,Catherine Rowe,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1372,Jehane Ltd,https://www.jehane.com/,CatherineRowe_JehaneLtd.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1175,Jehane Ltd,https://www.jehane.com/,Chloe Giordano,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1378,Jehane Ltd,https://www.jehane.com/,ChloeGiordano.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1181,Jehane Ltd,https://www.jehane.com/,Emma Frances Grant,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1187,Jehane Ltd,https://www.jehane.com/,Ewa Rosa,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1193,Jehane Ltd,https://www.jehane.com/,Gemima Jo,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1384,Jehane Ltd,https://www.jehane.com/,GemimaJo.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1199,Jehane Ltd,https://www.jehane.com/,Helen Ahpornsiri,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1390,Jehane Ltd,https://www.jehane.com/,HelenAhpornsiri.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1562,Jehane Ltd,https://www.jehane.com/,Highlights,https://www.jehane.com/highlights,https://www.jehane.com/artists,nav-item-page collection folder-link mobile-secondary-nav-links,portfolio_a_text,0.64,machine_extracted_unverified,
1205,Jehane Ltd,https://www.jehane.com/,Iona Skye Howie,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1215,Jehane Ltd,https://www.jehane.com/,Jehane Boden Spiers,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1396,Jehane Ltd,https://www.jehane.com/,jehane ltd_march.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1571,Jehane Ltd,https://www.jehane.com/,Join my e-mail list,https://www.jehane.com/join-mailing-list,https://www.jehane.com/artists,sqs-html-content,portfolio_a_text,0.64,machine_extracted_unverified,
1577,Jehane Ltd,https://www.jehane.com/,Journal,https://www.jehane.com/journal,https://www.jehane.com/artists,nav-item-blog collection folder-link mobile-secondary-nav-links,portfolio_a_text,0.64,machine_extracted_unverified,
1225,Jehane Ltd,https://www.jehane.com/,Kate Heiss,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1402,Jehane Ltd,https://www.jehane.com/,Kate Heiss.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1270,Jehane Ltd,https://www.jehane.com/,Katherine Quinn,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1285,Jehane Ltd,https://www.jehane.com/,Lee Foster-Wilson,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1408,Jehane Ltd,https://www.jehane.com/,LeeFosterWilson.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1296,Jehane Ltd,https://www.jehane.com/,Maja Lindberg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1414,Jehane Ltd,https://www.jehane.com/,MajaLindberg_JehaneLtd.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1302,Jehane Ltd,https://www.jehane.com/,Mandy J Tait,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1420,Jehane Ltd,https://www.jehane.com/,Mandy J Tait_Thumbnail.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1303,Jehane Ltd,https://www.jehane.com/,Maria Matos,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1456,Jehane Ltd,https://www.jehane.com/,MariaMatos.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1304,Jehane Ltd,https://www.jehane.com/,Meghann Rader,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1466,Jehane Ltd,https://www.jehane.com/,MeghannRader_JehaneLtd.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1310,Jehane Ltd,https://www.jehane.com/,Natalie Pedetti Prack,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1476,Jehane Ltd,https://www.jehane.com/,NataliePedettiPrack_28.08.2514.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1583,Jehane Ltd,https://www.jehane.com/,Pinterest,https://www.pinterest.co.uk/jehanebodenspiers/,https://www.jehane.com/artists,sqs-html-content,portfolio_a_text,0.64,machine_extracted_unverified,
1486,Jehane Ltd,https://www.jehane.com/,Portfolios,https://www.jehane.com/portfolio-guides,https://www.jehane.com/artists,external folder-link mobile-primary-nav-links,portfolio_a_text,0.7,machine_extracted_unverified,
1584,Jehane Ltd,https://www.jehane.com/,ReBloom podcast,https://rebloompodcast.com/podcast/jehane-to-be-an-artist-or-to-be-an-artist-agent-or-to-be-both/,https://www.jehane.com/artists,sqs-html-content,portfolio_a_text,0.64,machine_extracted_unverified,
1316,Jehane Ltd,https://www.jehane.com/,RSS Feed,https://www.jehane.com/artists,https://www.jehane.com/artists,touch-styles,portfolio_title,0.72,machine_extracted_unverified,
1496,Jehane Ltd,https://www.jehane.com/,SKY-Web Thumbnail.png,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1502,Jehane Ltd,https://www.jehane.com/,Stacie Bloomfield,https://staciebloomfield.com/building-your-creative-career-secrets-to-success-in-art-licensing-with-jehane/,https://www.jehane.com/artists,sqs-html-content,portfolio_a_text,0.7,machine_extracted_unverified,
1322,Jehane Ltd,https://www.jehane.com/,static-context,https://www.jehane.com/artists,https://www.jehane.com/artists,touch-styles,portfolio_data-name,0.72,machine_extracted_unverified,
1585,Jehane Ltd,https://www.jehane.com/,Testimonials,https://www.jehane.com/testimonials,https://www.jehane.com/artists,sqs-html-content,portfolio_a_text,0.64,machine_extracted_unverified,
1508,Jehane Ltd,https://www.jehane.com/,Thumbnails 0905202611.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1514,Jehane Ltd,https://www.jehane.com/,Thumbnails 090520266.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1520,Jehane Ltd,https://www.jehane.com/,Thumbnails8.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1328,Jehane Ltd,https://www.jehane.com/,Tracey English,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-title index-item-text-wrapper index-item has-item-image,portfolio_h2_text,0.72,machine_extracted_unverified,
1526,Jehane Ltd,https://www.jehane.com/,TraceyEnglish_JehaneLtd.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1334,Jehane Ltd,https://www.jehane.com/,We make art work for you.,https://www.jehane.com/artists,https://www.jehane.com/artists,sqs-html-content sqs-block-content,portfolio_h3_text,0.72,machine_extracted_unverified,
1532,Jehane Ltd,https://www.jehane.com/,Web Thumbnail.jpg,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1538,Jehane Ltd,https://www.jehane.com/,Web Thumbnail.png,https://www.jehane.com/artists,https://www.jehane.com/artists,index-item-image js-index-item-image loading index-item-image-wrapper js-index-item-image-wrapper index-item-link intrinsic,portfolio_image_alt,0.7,machine_extracted_unverified,
1591,Jehane Ltd,https://www.jehane.com/,Windowsill Chats,https://traffic.libsyn.com/tantaustudio/jehane_final.mp3,https://www.jehane.com/artists,sqs-html-content,portfolio_a_text,0.64,machine_extracted_unverified,
1189,Jewel Branding & Licensing,https://www.jewelbranding.com/,A global network,https://www.jewelbranding.com/company-overview/,https://www.jewelbranding.com/company-overview/,px-mt-content px-animate animate-fadeInUp flex-row x-apart-center m-top-base,portfolio_h2_text,0.72,machine_extracted_unverified,
1350,Jewel Branding & Licensing,https://www.jewelbranding.com/,All,https://www.jewelbranding.com/portfolio/,https://www.jewelbranding.com/portfolio/,current-cat,portfolio_a_text,0.7,machine_extracted_unverified,
1357,Jewel Branding & Licensing,https://www.jewelbranding.com/,Art Influencers,https://www.jewelbranding.com/portfolio/art-influencers/,https://www.jewelbranding.com/portfolio/,not-active,portfolio_a_text,0.7,machine_extracted_unverified,
1195,Jewel Branding & Licensing,https://www.jewelbranding.com/,Artist Series,https://www.jewelbranding.com/,https://www.jewelbranding.com/,px-mt-content px-animate animate-fadeInUp flex-row x-apart-center m-top-base,portfolio_h2_text,0.72,machine_extracted_unverified,
1363,Jewel Branding & Licensing,https://www.jewelbranding.com/,Artists & Illustrators,https://www.jewelbranding.com/portfolio/artists-illustrators/,https://www.jewelbranding.com/portfolio/,not-active,portfolio_a_text,0.7,machine_extracted_unverified,
1829,Jewel Branding & Licensing,https://www.jewelbranding.com/,Artonomo,https://www.jewelbranding.com/,https://www.jewelbranding.com/,Listed on Jewel Branding & Licensing portfolio page,portfolio_li_text,0.64,machine_extracted_unverified,
1201,Jewel Branding & Licensing,https://www.jewelbranding.com/,Branding,https://www.jewelbranding.com/,https://www.jewelbranding.com/,flex-row x-apart-start,portfolio_h3_text,0.72,machine_extracted_unverified,
1369,Jewel Branding & Licensing,https://www.jewelbranding.com/,CatCoq x Happy Box,https://www.jewelbranding.com/portfolio/,https://www.jewelbranding.com/portfolio/,attachment-medium size-medium wp-post-image img-link zoomit,portfolio_image_alt,0.7,machine_extracted_unverified,
1207,Jewel Branding & Licensing,https://www.jewelbranding.com/,Client Spotlights,https://www.jewelbranding.com/,https://www.jewelbranding.com/,tiny-caps block-px px-mt-wrap alignwide content-bar px-content-row entry-content,portfolio_h2_text,0.72,machine_extracted_unverified,
1375,Jewel Branding & Licensing,https://www.jewelbranding.com/,CNY x Laduree,https://www.jewelbranding.com/portfolio/,https://www.jewelbranding.com/portfolio/,attachment-medium size-medium wp-post-image img-link zoomit,portfolio_image_alt,0.7,machine_extracted_unverified,
1381,Jewel Branding & Licensing,https://www.jewelbranding.com/,Company Overview,https://www.jewelbranding.com/company-overview/,https://www.jewelbranding.com/,menu-item menu-item-type-post_type menu-item-object-page menu-item-258 sub-menu,portfolio_a_text,0.7,machine_extracted_unverified,
1864,Jewel Branding & Licensing,https://www.jewelbranding.com/,Company Overview - Jewel Branding,https://www.jewelbranding.com/company-overview/,https://www.jewelbranding.com/company-overview/,Listed on Jewel Branding & Licensing portfolio page,json_ld_name,0.58,machine_extracted_unverified,
1387,Jewel Branding & Licensing,https://www.jewelbranding.com/,Company Overview Map,https://www.jewelbranding.com/company-overview/,https://www.jewelbranding.com/company-overview/,slick-figure,portfolio_image_alt,0.7,machine_extracted_unverified,
1834,Jewel Branding & Licensing,https://www.jewelbranding.com/,Company Overview News,https://www.jewelbranding.com/,https://www.jewelbranding.com/,menu-item menu-item-type-custom menu-item-object-custom menu-item-has-children menu-item-268 menu clicky-nav no-js menu-main-navigation main-nav px-main-menu Main,portfolio_li_text,0.64,machine_extracted_unverified,
1429,Jewel Branding & Licensing,https://www.jewelbranding.com/,country_music_hall_of_fame_and_museum_cover,https://www.jewelbranding.com/portfolio/,https://www.jewelbranding.com/portfolio/,attachment-medium size-medium wp-post-image img-link zoomit,portfolio_image_alt,0.7,machine_extracted_unverified,
1217,Jewel Branding & Licensing,https://www.jewelbranding.com/,Creative,https://www.jewelbranding.com/,https://www.jewelbranding.com/,flex-row x-apart-start,portfolio_h3_text,0.72,machine_extracted_unverified,
1435,Jewel Branding & Licensing,https://www.jewelbranding.com/,Cultural Institutions,https://www.jewelbranding.com/portfolio/cultural-institutions/,https://www.jewelbranding.com/portfolio/,not-active,portfolio_a_text,0.7,machine_extracted_unverified,
1227,Jewel Branding & Licensing,https://www.jewelbranding.com/,Don't take our word for it,https://www.jewelbranding.com/company-overview/,https://www.jewelbranding.com/company-overview/,tiny-caps block-px logo-matrix alignwide content-bar-t content-bar-bxl px-content-row entry-content,portfolio_h2_text,0.72,machine_extracted_unverified,
1441,Jewel Branding & Licensing,https://www.jewelbranding.com/,Entrepreneur 360 Logo,https://www.jewelbranding.com/company-overview/,https://www.jewelbranding.com/company-overview/,logo-grid,portfolio_image_alt,0.7,machine_extracted_unverified,
1447,Jewel Branding & Licensing,https://www.jewelbranding.com/,Female Founder Collective logo,https://www.jewelbranding.com/company-overview/,https://www.jewelbranding.com/company-overview/,logo-grid,portfolio_image_alt,0.7,machine_extracted_unverified,
1228,Jewel Branding & Licensing,https://www.jewelbranding.com/,Find us on Facebook,https://www.jewelbranding.com/,https://www.jewelbranding.com/,Find us on Facebook head-social social-icons inbl,portfolio_aria-label,0.72,machine_extracted_unverified,
1247,Jewel Branding & Licensing,https://www.jewelbranding.com/,Find us on Instagram,https://www.jewelbranding.com/,https://www.jewelbranding.com/,Find us on Instagram head-social social-icons inbl,portfolio_aria-label,0.72,machine_extracted_unverified,
1457,Jewel Branding & Licensing,https://www.jewelbranding.com/,FLW Brizo Bathroom,https://www.jewelbranding.com/portfolio/,https://www.jewelbranding.com/portfolio/,attachment-medium size-medium wp-post-image img-link zoomit,portfolio_image_alt,0.7,machine_extracted_unverified,
1467,Jewel Branding & Licensing,https://www.jewelbranding.com/,FLWF x Airstream,https://www.jewelbranding.com/,https://www.jewelbranding.com/,slick-figure,portfolio_image_alt,0.7,machine_extracted_unverified,
1269,Jewel Branding & Licensing,https://www.jewelbranding.com/,Frank Lloyd Wright Foundation,https://www.jewelbranding.com/,https://www.jewelbranding.com/,px-mt-content px-animate animate-fadeInUp flex-row x-apart-center m-top-base,portfolio_h2_text,0.72,machine_extracted_unverified,
1839,Jewel Branding & Licensing,https://www.jewelbranding.com/,Frank Lloyd Wright Foundation x Airstream,https://www.jewelbranding.com/,https://www.jewelbranding.com/,slick-slider slider-1 px-mt-img px-animate animate-fadeInUp,portfolio_li_text,0.64,machine_extracted_unverified,
1276,Jewel Branding & Licensing,https://www.jewelbranding.com/,Get In Touch,https://www.jewelbranding.com/,https://www.jewelbranding.com/,contact-info foot-info,portfolio_h4_text,0.72,machine_extracted_unverified,
1477,Jewel Branding & Licensing,https://www.jewelbranding.com/,Heirloomed styled lunch shot with ham and deviled eggs,https://www.jewelbranding.com/portfolio/,https://www.jewelbranding.com/portfolio/,attachment-medium size-medium wp-post-image img-link zoomit,portfolio_image_alt,0.7,machine_extracted_unverified,
